lane,frame,vehicle_count,density,heavy_ratio,avg_speed,congestion,green_time,priority_score,priority_level
Lane D,540,31,0.2231,0.0,16.5,High,60.0,57.99,High Priority
Lane D,545,31,0.2231,0.0,17.9,High,60.0,57.99,High Priority
Lane D,550,32,0.2303,0.0,16.9,High,60.0,59.86,High Priority
Lane D,555,32,0.2303,0.0,17.8,High,60.0,59.86,High Priority
Lane D,560,32,0.2303,0.0,15.2,High,60.0,59.86,High Priority
Lane D,565,32,0.2303,0.0,18.3,High,60.0,59.86,High Priority
Lane D,570,32,0.2303,0.0,17.4,High,60.0,59.86,High Priority
Lane D,575,32,0.2303,0.062,15.8,High,60.0,60.22,High Priority
Lane D,580,32,0.2303,0.031,14.7,High,60.0,60.04,High Priority
Lane D,585,29,0.2087,0.034,16.9,High,60.0,54.45,High Priority
Lane D,590,29,0.2087,0.034,14.5,High,60.0,54.45,High Priority
Lane D,595,30,0.2159,0.033,19.0,High,60.0,56.31,High Priority
Lane D,600,30,0.2159,0.033,15.1,High,60.0,56.31,High Priority
Lane D,605,30,0.2159,0.067,15.6,High,60.0,56.51,High Priority
Lane D,610,32,0.2303,0.031,15.4,High,60.0,60.04,High Priority
Lane D,615,32,0.2303,0.0,15.2,High,60.0,59.86,High Priority
Lane D,620,32,0.2303,0.031,18.2,High,60.0,60.04,High Priority
Lane D,625,32,0.2303,0.031,15.8,High,60.0,60.04,High Priority
Lane D,630,31,0.2231,0.032,16.8,High,60.0,58.17,High Priority
Lane D,635,31,0.2231,0.032,14.6,High,60.0,58.17,High Priority
Lane D,640,31,0.2231,0.032,13.3,High,60.0,58.17,High Priority
Lane D,645,31,0.2231,0.065,16.5,High,60.0,58.37,High Priority
Lane D,650,31,0.2231,0.032,12.6,High,60.0,58.17,High Priority
Lane D,655,30,0.2159,0.067,13.7,High,60.0,56.51,High Priority
Lane D,660,30,0.2159,0.1,16.0,High,60.0,56.7,High Priority
Lane D,665,30,0.2159,0.067,13.1,High,60.0,56.51,High Priority
Lane D,670,30,0.2159,0.067,13.8,High,60.0,56.51,High Priority
Lane D,675,30,0.2159,0.1,13.1,High,60.0,56.7,High Priority
Lane D,680,30,0.2159,0.067,15.4,High,60.0,56.51,High Priority
Lane D,685,30,0.2159,0.1,12.4,High,60.0,56.7,High Priority
Lane D,690,30,0.2159,0.1,12.2,High,60.0,56.7,High Priority
Lane D,695,31,0.2231,0.097,10.4,High,60.0,58.56,High Priority
Lane D,700,32,0.2303,0.094,16.6,High,60.0,60.41,High Priority
Lane D,705,31,0.2231,0.065,13.5,High,60.0,58.37,High Priority
Lane D,710,31,0.2231,0.065,13.6,High,60.0,58.37,High Priority
Lane D,715,31,0.2231,0.097,12.5,High,60.0,58.56,High Priority
Lane D,720,31,0.2231,0.097,13.7,High,60.0,58.56,High Priority
Lane D,725,31,0.2231,0.032,12.1,High,60.0,58.17,High Priority
Lane D,730,31,0.2231,0.065,13.0,High,60.0,58.37,High Priority
Lane D,735,31,0.2231,0.065,12.5,High,60.0,58.37,High Priority
Lane D,740,31,0.2231,0.097,12.3,High,60.0,58.56,High Priority
Lane D,745,31,0.2231,0.032,12.0,High,60.0,58.17,High Priority
Lane D,750,30,0.2159,0.033,13.7,High,60.0,56.31,High Priority
Lane D,755,30,0.2159,0.067,12.8,High,60.0,56.51,High Priority
Lane D,760,30,0.2159,0.067,10.1,High,60.0,56.51,High Priority
Lane D,765,30,0.2159,0.033,13.4,High,60.0,56.31,High Priority
Lane D,770,30,0.2159,0.033,12.8,High,60.0,56.31,High Priority
Lane D,775,30,0.2159,0.067,11.2,High,60.0,56.51,High Priority
Lane D,780,30,0.2159,0.1,11.9,High,60.0,56.7,High Priority
Lane D,785,31,0.2231,0.032,12.8,High,60.0,58.17,High Priority
Lane D,790,31,0.2231,0.032,13.1,High,60.0,58.17,High Priority
Lane D,795,31,0.2231,0.065,11.8,High,60.0,58.37,High Priority
Lane D,800,32,0.2303,0.062,10.7,High,60.0,60.22,High Priority
Lane D,805,32,0.2303,0.031,14.1,High,60.0,60.04,High Priority
Lane D,810,32,0.2303,0.031,10.6,High,60.0,60.04,High Priority
Lane D,815,32,0.2303,0.031,10.1,High,60.0,60.04,High Priority
Lane D,820,33,0.2375,0.03,11.3,High,60.0,61.9,High Priority
Lane D,825,33,0.2375,0.03,12.4,High,60.0,61.9,High Priority
Lane D,830,33,0.2375,0.03,13.4,High,60.0,61.9,High Priority
Lane D,835,33,0.2375,0.03,12.4,High,60.0,61.9,High Priority
Lane D,840,33,0.2375,0.03,10.9,High,60.0,61.9,High Priority
Lane D,845,33,0.2375,0.03,11.8,High,60.0,61.9,High Priority
Lane D,850,33,0.2375,0.03,13.2,High,60.0,61.9,High Priority
Lane D,855,32,0.2303,0.031,25.8,High,60.0,60.04,High Priority
Lane D,860,31,0.2231,0.032,13.0,High,60.0,58.17,High Priority
Lane D,865,31,0.2231,0.032,12.4,High,60.0,58.17,High Priority
Lane D,870,31,0.2231,0.032,13.5,High,60.0,58.17,High Priority
Lane D,875,31,0.2231,0.032,11.7,High,60.0,58.17,High Priority
Lane D,880,31,0.2231,0.032,13.5,High,60.0,58.17,High Priority
Lane D,885,31,0.2231,0.032,12.4,High,60.0,58.17,High Priority
Lane D,890,31,0.2231,0.032,14.5,High,60.0,58.17,High Priority
Lane D,895,31,0.2231,0.032,12.1,High,60.0,58.17,High Priority
Lane D,900,31,0.2231,0.032,15.9,High,60.0,58.17,High Priority
Lane D,905,31,0.2231,0.032,13.8,High,60.0,58.17,High Priority
Lane D,910,31,0.2231,0.032,12.0,High,60.0,58.17,High Priority
Lane D,915,31,0.2231,0.032,12.1,High,60.0,58.17,High Priority
Lane D,920,31,0.2231,0.032,11.6,High,60.0,58.17,High Priority
Lane D,925,30,0.2159,0.033,12.1,High,60.0,56.31,High Priority
Lane D,930,30,0.2159,0.033,11.0,High,60.0,56.31,High Priority
Lane D,935,30,0.2159,0.033,13.6,High,60.0,56.31,High Priority
Lane D,940,30,0.2159,0.033,13.0,High,60.0,56.31,High Priority
Lane D,945,30,0.2159,0.033,16.2,High,60.0,56.31,High Priority
Lane D,950,29,0.2087,0.034,14.7,High,60.0,54.45,High Priority
Lane D,955,28,0.2015,0.036,11.3,High,60.0,52.59,High Priority
Lane D,960,28,0.2015,0.036,14.6,High,60.0,52.59,High Priority
Lane D,965,28,0.2015,0.036,14.1,High,60.0,52.59,High Priority
Lane D,970,28,0.2015,0.036,23.8,High,60.0,52.59,High Priority
Lane D,975,28,0.2015,0.036,13.8,High,60.0,52.59,High Priority
Lane D,980,28,0.2015,0.036,13.6,High,60.0,52.59,High Priority
Lane D,985,28,0.2015,0.036,13.5,High,60.0,52.59,High Priority
Lane D,990,28,0.2015,0.036,12.8,High,60.0,52.59,High Priority
Lane D,995,28,0.2015,0.036,12.5,High,60.0,52.59,High Priority
Lane D,1000,29,0.2087,0.034,12.7,High,60.0,54.45,High Priority
Lane D,1005,29,0.2087,0.034,15.4,High,60.0,54.45,High Priority
Lane D,1010,28,0.2015,0.036,12.6,High,60.0,52.59,High Priority
Lane D,1015,28,0.2015,0.036,12.9,High,60.0,52.59,High Priority
Lane D,1020,28,0.2015,0.036,14.2,High,60.0,52.59,High Priority
Lane D,1025,29,0.2087,0.034,15.4,High,60.0,54.45,High Priority
Lane D,1030,29,0.2087,0.034,13.5,High,60.0,54.45,High Priority
Lane D,1035,29,0.2087,0.034,13.8,High,60.0,54.45,High Priority
Lane D,1040,29,0.2087,0.034,12.5,High,60.0,54.45,High Priority
Lane D,1045,29,0.2087,0.034,13.4,High,60.0,54.45,High Priority
Lane D,1050,29,0.2087,0.034,13.2,High,60.0,54.45,High Priority
Lane D,1055,29,0.2087,0.034,12.1,High,60.0,54.45,High Priority
Lane D,1060,28,0.2015,0.036,15.7,High,60.0,52.59,High Priority
Lane D,1065,28,0.2015,0.036,13.3,High,60.0,52.59,High Priority
Lane D,1070,28,0.2015,0.036,14.3,High,60.0,52.59,High Priority
Lane D,1075,28,0.2015,0.036,16.2,High,60.0,52.59,High Priority
Lane D,1080,28,0.2015,0.036,14.3,High,60.0,52.59,High Priority
Lane D,1085,28,0.2015,0.036,15.6,High,60.0,52.59,High Priority
Lane D,1090,28,0.2015,0.036,15.8,High,60.0,52.59,High Priority
Lane D,1095,28,0.2015,0.036,19.3,High,60.0,52.59,High Priority
Lane D,1100,28,0.2015,0.036,15.5,High,60.0,52.59,High Priority
Lane D,1105,28,0.2015,0.036,15.6,High,60.0,52.59,High Priority
Lane D,1110,28,0.2015,0.071,14.0,High,60.0,52.79,High Priority
Lane D,1115,28,0.2015,0.071,14.2,High,60.0,52.79,High Priority
Lane D,1120,28,0.2015,0.071,13.9,High,60.0,52.79,High Priority
Lane D,1125,28,0.2015,0.071,11.0,High,60.0,52.79,High Priority
Lane D,1130,28,0.2015,0.036,15.2,High,60.0,52.59,High Priority
Lane D,1135,29,0.2087,0.034,14.3,High,60.0,54.45,High Priority
Lane D,1140,31,0.2231,0.032,14.5,High,60.0,58.17,High Priority
Lane D,1145,31,0.2231,0.032,16.0,High,60.0,58.17,High Priority
Lane D,1150,31,0.2231,0.065,14.1,High,60.0,58.37,High Priority
Lane D,1155,32,0.2303,0.031,14.6,High,60.0,60.04,High Priority
Lane D,1160,32,0.2303,0.031,18.4,High,60.0,60.04,High Priority
Lane D,1165,32,0.2303,0.062,15.3,High,60.0,60.22,High Priority
Lane D,1170,32,0.2303,0.031,17.1,High,60.0,60.04,High Priority
Lane D,1175,32,0.2303,0.031,15.4,High,60.0,60.04,High Priority
Lane D,1180,30,0.2159,0.033,14.8,High,60.0,56.31,High Priority
Lane D,1185,30,0.2159,0.067,15.3,High,60.0,56.51,High Priority
Lane D,1190,30,0.2159,0.067,18.0,High,60.0,56.51,High Priority
Lane D,1195,31,0.2231,0.065,15.5,High,60.0,58.37,High Priority
